poll	workload	req_delay	req_min	req_max	rep_delay	rep_min	rep_max
2480	7	70.027	62.698	78.914	0.004	0.004	0.004
2500	7	73.108	66.083	81.975	0.004	0.004	0.004
2520	7	76.119	68.589	84.938	0.004	0.004	0.004
2540	7	79.368	70.964	90.579	0.004	0.004	0.005
2560	7	79.835	70.444	91.548	0.004	0.004	0.006
2580	7	83.987	74.820	95.820	0.004	0.004	0.004
2600	7	86.325	78.403	100.399	0.004	0.004	0.004
2620	7	85.870	76.618	99.135	0.004	0.004	0.005
2640	7	87.840	79.312	103.242	0.004	0.004	0.004
2660	7	88.581	81.248	105.072	0.004	0.004	0.005
2680	7	92.540	85.506	108.498	0.004	0.004	0.004
2700	7	95.166	87.726	112.395	0.004	0.004	0.004
2720	7	104.088	93.763	123.633	0.004	0.004	0.004
2740	7	100.907	91.922	121.249	0.007	0.004	0.038
2760	7	102.878	92.450	122.681	0.004	0.004	0.005
2780	7	99.198	88.789	119.459	0.005	0.004	0.014
2800	7	104.505	93.023	125.370	0.005	0.004	0.012
2820	7	106.847	95.892	126.022	0.005	0.004	0.011
2840	7	109.043	98.762	128.171	0.005	0.004	0.010
2860	7	108.703	98.640	129.817	0.005	0.004	0.008
2880	7	114.054	101.720	134.638	0.005	0.004	0.008
2900	7	112.662	101.062	133.167	0.007	0.004	0.030
2920	7	115.215	102.139	135.069	0.004	0.004	0.005
2940	7	116.775	104.572	136.573	0.004	0.004	0.005
2960	7	120.575	108.642	143.210	0.004	0.004	0.004
2980	7	125.180	112.063	149.868	0.006	0.004	0.022
3000	7	127.215	114.755	151.573	0.006	0.004	0.021
3020	7	129.405	117.448	153.185	0.006	0.004	0.021
3040	7	133.397	123.444	156.859	0.005	0.004	0.009
3060	7	130.835	118.707	154.369	0.004	0.004	0.004
3080	7	136.192	123.532	163.639	0.006	0.004	0.018
3100	7	139.203	126.843	167.317	0.004	0.004	0.005
3120	7	140.379	128.841	170.608	0.005	0.004	0.017
3140	7	142.460	131.495	170.010	0.005	0.004	0.016
3160	7	144.305	134.150	173.422	0.005	0.004	0.015
3180	7	146.033	134.790	174.703	0.005	0.004	0.014
3200	7	148.160	137.408	175.896	0.005	0.004	0.013
3220	7	151.614	140.564	179.663	0.004	0.004	0.004
3240	7	151.983	140.600	182.570	0.005	0.004	0.012
3260	7	153.495	138.850	185.907	0.005	0.004	0.011
3280	7	154.087	139.538	186.511	0.004	0.004	0.004
3300	7	159.158	144.685	193.021	0.004	0.004	0.004
3320	7	156.881	143.511	191.879	0.004	0.004	0.004
3340	7	158.604	141.400	195.192	0.004	0.004	0.004
3360	7	163.756	147.562	203.040	0.004	0.004	0.004
3380	7	169.845	152.967	210.098	0.006	0.004	0.023
3400	7	167.199	147.525	207.507	0.004	0.004	0.004
3420	7	163.592	144.324	205.249	0.004	0.004	0.004
3440	7	164.992	143.755	208.523	0.004	0.004	0.004
3460	7	165.264	148.687	207.515	0.006	0.004	0.025
3480	7	164.031	142.794	208.995	0.009	0.004	0.045
3500	7	172.346	153.931	218.635	0.006	0.004	0.024
3520	7	174.329	156.240	221.872	0.005	0.004	0.012
3540	7	175.840	158.549	222.661	0.006	0.004	0.023
3560	7	177.343	160.858	225.865	0.005	0.004	0.011
3580	7	179.118	158.160	226.523	0.006	0.004	0.023
3600	7	178.032	161.538	223.607	0.004	0.004	0.004
3620	7	179.635	163.827	226.743	0.004	0.004	0.004
